image_path,source_path,split,trade_label,action,decision_state,execution_permission,label_quality,review_bucket,review_priority,review_reasons,timing_label,raw_projection_direction,raw_next_box_direction,effective_projection_direction,effective_next_box_direction,projection_confidence,projection_dominance,next_box_confidence,structure_setup
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00049_000_a12bf86f73b3.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221104_191221.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8956,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5286,0.1645,0.6999,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00084_000_4c34ddee1587.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230123_193035.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8955,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5285,0.1647,0.6996,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00025_000_f8f1ac0edd31.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-05-12 071640.png,val,BUY,HOLD,,,review_required,projection_conflict,0.8955,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5283,0.1652,0.6993,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00015_001_74b5ec643e01.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-03-06 172947.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8954,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5283,0.1651,0.6992,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00083_000_2e558891fe78.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230116_183521.png,val,BUY,HOLD,,,review_required,projection_conflict,0.8950,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5277,0.1651,0.6983,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00090_000_48cd4fe10a3f.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230130_103923.png,val,BUY,HOLD,,,review_required,projection_conflict,0.8950,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5277,0.1633,0.6991,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00070_000_d9d0c8fe706f.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221219_145530.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8948,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5272,0.1665,0.6969,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00170_000_299fd95afd8e.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2023-06-01 053035.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8948,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.5276,0.1616,0.6998,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00087_001_b46f154905a4.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230130_101850.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8942,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5263,0.1650,0.6964,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00115_001_021152376238.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230221_135031.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8942,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5265,0.1640,0.6970,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00065_000_e073aaa81127.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221213_135440.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8937,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5255,0.1653,0.6951,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00087_002_72e3fb67f6c3.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230130_101903.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8935,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5253,0.1631,0.6957,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\SELL\00179_000_b527470696e1.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2023-06-02 185252.png,val,SELL,HOLD,,,review_required,projection_conflict,0.8935,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.5257,0.1569,0.6993,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00069_000_ad379928e396.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221215_203226.png,test,BUY,HOLD,,,review_required,projection_conflict,0.8934,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5252,0.1624,0.6959,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00042_000_c07cb1852568.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2025-01-07 062919.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8932,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5249,0.1617,0.6958,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00115_000_3b583826bb76.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230221_124058.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8931,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5247,0.1634,0.6947,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00220_000_7a23cd149300.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2024-08-13 130352.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8930,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.5247,0.1604,0.6962,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00176_000_8ebe45c80792.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2023-06-02 092357.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8929,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.5249,0.1537,0.6996,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00058_000_6d04262b9ad9.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221130_154656.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8843,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5111,0.1550,0.6786,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00162_000_555905adf5a7.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2023-05-23 173955.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8843,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.5115,0.1476,0.6827,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00162_001_b866e1f478dd.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2023-05-23 174019.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8843,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.5115,0.1476,0.6828,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00038_000_2cb98ecc6259.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-09-27 100652.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8840,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5111,0.1460,0.6830,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00036_000_668485048162.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-09-27 100422.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8830,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5098,0.1403,0.6837,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00051_000_74bd85b09bd5.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221107_192224.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8824,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5083,0.1503,0.6768,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00089_000_f79316f9db47.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230130_102251.png,val,BUY,HOLD,,,review_required,projection_conflict,0.8802,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5050,0.1473,0.6733,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00037_002_a07c0f3318c9.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-09-27 100546.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8801,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5054,0.1358,0.6793,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00062_000_57b5054487ac.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221212_161739.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8800,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5048,0.1447,0.6743,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00034_000_395c924a0c54.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-09-27 094515.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8795,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5045,0.1337,0.6791,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00004_000_33586b7c46e3.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\808Fx Standard System 2.0.png,test,BUY,HOLD,,,review_required,projection_conflict,0.8793,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.5039,0.1388,0.6758,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\SELL\00211_000_1d1272c9ebd5.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2024-08-07 071843.png,test,SELL,HOLD,,,contradictory,projection_conflict,0.8786,projection_opposes_trade_label|next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.5083,0.0458,0.7259,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\SELL\00232_000_5aa338f0fc86.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2024-12-09 192244.png,val,SELL,HOLD,,,review_required,projection_conflict,0.8758,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4983,0.1407,0.6665,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00047_000_e38ba0ecf234.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2026-03-13 190330.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8754,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4977,0.1392,0.6664,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00128_000_5a245f077346.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\GBPUSD IQ Trade 222.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8749,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4973,0.1319,0.6693,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00088_001_e8671e7597e0.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230130_102306.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8747,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4969,0.1336,0.6679,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00013_000_15fff1e789cc.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Gold Buy Trade.png,test,BUY,HOLD,,,review_required,projection_conflict,0.8727,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4938,0.1323,0.6640,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00073_000_a5681271ede9.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221227_201327.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8727,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4938,0.1322,0.6640,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00267_000_78e53c20c763.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot_20230126_175327.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8724,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4944,0.1148,0.6730,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00024_000_d9250c0e0249.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-05-11 210548.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8723,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4933,0.1293,0.6646,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00063_000_b12b2fcd1a0a.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221212_165056.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8723,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4934,0.1282,0.6652,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00017_000_fea2d06c5c4f.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-03-21 014345.png,test,BUY,HOLD,,,review_required,projection_conflict,0.8722,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4928,0.1343,0.6616,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00023_000_57f9bf83e13a.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-05-08 215934.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8722,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4943,0.1101,0.6750,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00175_002_dc208f6ecf43.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2023-06-02 100127.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8718,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4927,0.1252,0.6656,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00061_000_1666906cfdb2.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221208_110040.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8716,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4929,0.1154,0.6706,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00019_000_67bd4a36ea9e.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-04-06 182115.png,val,BUY,HOLD,,,review_required,projection_conflict,0.8712,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4925,0.1144,0.6704,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00020_000_005c942ae2df.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-05-05 183121.png,val,BUY,HOLD,,,review_required,projection_conflict,0.8684,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4872,0.1267,0.6569,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\SELL\00192_000_6b2815bdd3af.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2023-06-22 054206.png,val,SELL,HOLD,,,review_required,projection_conflict,0.8653,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4850,0.0794,0.6759,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00050_000_f7c5afcbee58.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221104_194337.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8638,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4816,0.0970,0.6625,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00015_000_aa207dc27400.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-03-06 172624.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8627,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4827,0.0465,0.6880,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00103_000_83240ee54ce9.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230213_181055.png,test,BUY,HOLD,,,review_required,projection_conflict,0.8626,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4787,0.1120,0.6513,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00008_000_6df513ec22d7.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\EURCAD Binary.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8623,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4784,0.1102,0.6517,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\SELL\00193_000_fd20f62ac57d.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\SELLS-20260224T225719Z-1-001\SELLS\Screenshot 2024-05-22 102340.png,train,SELL,HOLD,,,review_required,projection_conflict,0.8622,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,BUY,BUY,SELL,SELL,0.4782,0.1100,0.6514,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00001_000_784b73bad6ce.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\808Fx Standard System 2.0 Binary 2.0.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8617,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4784,0.0918,0.6604,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00081_000_c61803be7379.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230111_215323.png,test,BUY,HOLD,,,review_required,projection_conflict,0.8609,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4765,0.1040,0.6518,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00032_000_99b96b5aa3d3.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-08-26 221200.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8604,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4754,0.1100,0.6473,none
C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00055_000_3b37fae2ee82.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221124_085621.png,train,BUY,HOLD,,,review_required,projection_conflict,0.8600,next_box_opposes_trade_label|directional_label_resolved_to_hold,wait,SELL,SELL,BUY,BUY,0.4788,0.0386,0.6859,none
