split,label,group_index,entry_index,source_path,destination_path,sha256,dhash,is_group_representative
train,BUY,58,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221130_154656.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00058_000_6d04262b9ad9.png,6d04262b9ad913ad7e5a7666953c46c1ec94f9bcc26c43b667c804df02a14f07,85ca02666a0c9e97,1
train,BUY,59,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221206_180346.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00059_000_c577a772b849.png,c577a772b8494a7a2e21e1de69e905b197e88c966311efbfd99f93512ed86840,95ba3a4646c0a28e,1
train,BUY,60,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221207_182531.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00060_000_0b12f575aaf1.png,0b12f575aaf18e726b16cd3177bb5aa42d92767d6a7da7d12cf8cf2506ef3c46,81c2c6626e2c9a8c,1
train,BUY,61,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221208_110040.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00061_000_1666906cfdb2.png,1666906cfdb289a3463cb30cec51f763d1d767f9f92312a669fdab24f00087d6,813c709abc80b28c,1
train,BUY,62,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221212_161739.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00062_000_57b5054487ac.png,57b5054487ac171f6ccc0a99d10659172419764a4d8c1b94be25d03c76a0214b,857222a69e98e28f,1
train,BUY,63,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221212_165056.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00063_000_b12b2fcd1a0a.png,b12b2fcd1a0a4db12661c4ce29023e936fb4acb72bd581b46c4546f73d65e571,8286862a929ac00e,1
val,BUY,64,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221213_050418.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00064_000_b68aa6e55021.png,b68aa6e55021a0cdf483117f955ad97eff526596d17bc304d4f4957b8231c844,858616a2caa0f28e,1
train,BUY,65,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221213_135440.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00065_000_e073aaa81127.png,e073aaa81127568dc4a4876e52e3b9b27853133b17996675d7587b1a2297c10c,81444666922a188e,1
train,BUY,66,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221213_190314.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00066_000_b3804b04754e.png,b3804b04754e57b0e40c3546da0697f64ebf4b7fd37db49a3e5998fc190248e9,81c0c446a23a389f,1
train,BUY,67,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221215_142743.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00067_000_0cb50d07b1e2.png,0cb50d07b1e28f04efcfd6b326c70596cd65ba976f46132998441ac4bcf9da92,91c6829a8eae7a8e,1
train,BUY,68,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221215_143814.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00068_000_5f81f59cde8b.png,5f81f59cde8ba9cee8cc6aad5340c1042deca234ffe5a7e3fead0e3bcc70dc12,81d232b6c64e4a8e,1
test,BUY,69,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221215_203226.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00069_000_ad379928e396.png,ad379928e396bbbe28533a60739adca991e4ff9533c70f47e6bbfddbc24e6625,85c202c6fa8e1a8e,1
train,BUY,70,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221219_145530.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00070_000_d9d0c8fe706f.png,d9d0c8fe706f361786345e1536e5be5eaafedd47b7ef1490f52a5886c74c71db,81da9ce66686b20c,1
train,BUY,71,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221227_200814.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00071_000_3b1ae8d62fa7.png,3b1ae8d62fa704144a820ae2fab6a99732dbbcb2d1bee9dadf2ca01a1d19e284,91ceacb6c2b2e28c,1
train,BUY,71,1,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221227_200828.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00071_001_e3ffa4b00483.png,e3ffa4b0048370288711477f55137c1075210381e4fefb72a9723ee07c61fa58,91ceacb6c2b2e28c,0
train,BUY,72,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221227_201041.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00072_000_0eb6c83355d5.png,0eb6c83355d56f4b49cc226e39079234713d677ba4628fa37dcf551238cb49ac,91c20a89d940ca86,1
train,BUY,73,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221227_201327.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00073_000_a5681271ede9.png,a5681271ede9d9f0fefce070362869936a36d35749fd1010cbbcf83297593433,81820a89d978008b,1
train,BUY,74,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221228_124559.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00074_000_f00024898b3b.png,f00024898b3b05912a5bb30837f414d4fa4f00a79fd88238dd7f1fbe01a0b924,834666aa9ab8ba8d,1
test,BUY,75,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221229_201913.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00075_000_019832b0da52.png,019832b0da5222c79aa22fed362962d930d911aa3464b21d44aa120767542840,81a43616a2ca5a8c,1
train,BUY,76,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230103_074203.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00076_000_0b0c59061c44.png,0b0c59061c445a626b9a43ee8ae61edb2ac3a0002daea1343b6cd3fe6b7d6464,81c202666ebebecc,1
val,BUY,77,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230103_175248.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00077_000_11a2b3124779.png,11a2b312477959d4ae400a52032b06199f71a775cf4ed9b5bd320093a30788a7,81c26206a6b2baec,1
train,BUY,78,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230103_222146.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00078_000_34636f54f40b.png,34636f54f40bcb4718f571ec738043b77a7d87f2b581bdbc9199eaaf5182ae21,85921eb2aa82fa6c,1
val,BUY,79,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230104_171929.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00079_000_e0ed2d52a61d.png,e0ed2d52a61de03919527c92b1273ae302fc34389a275e3beea39b3994e73f18,13a272469e82fb2c,1
train,BUY,80,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230105_211407.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00080_000_03b29c55b04e.png,03b29c55b04e0be38d8b13a152873ed8b4de35a018ae6f9c07517bd1089402d6,91c6029a18b2fa6e,1
test,BUY,81,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230111_215323.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00081_000_c61803be7379.png,c61803be7379e2b2206742aa8e2a88468afd7e8a4c24ca65fc7f0c7458f8aac1,91380a9af6867a6d,1
train,BUY,82,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230116_142206.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00082_000_289da03efea0.png,289da03efea0c32146c5023b3cb802f7348c6fb40f52ac1897aa352125f00e24,978a4c329a927a6c,1
val,BUY,83,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230116_183521.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00083_000_2e558891fe78.png,2e558891fe78650702928b45aa5197e7bbe96a70e6125ef62813bebf6d1ba640,83c3a2b09c0af86d,1
train,BUY,84,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230123_193035.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00084_000_4c34ddee1587.png,4c34ddee158736b8d7f4ca1f94d0f695f4419d6bbbfd66df51fd670321c89d5f,81361e4ce6c2ba2c,1
train,BUY,85,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230123_193309.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00085_000_089e5f343f57.png,089e5f343f57a642efc22823f8579331c3166a70fb43e366dd214c9c7900260a,81361e4ce6c2fa3d,1
test,BUY,86,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230125_111601.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00086_000_f685346ec1b1.png,f685346ec1b1544322597b5fb4a86b6ce69c7225da28eecd13518cc8b030e4d4,91da0626f2c0faec,1
train,BUY,87,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230130_101822.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00087_000_46f4b2f76039.png,46f4b2f76039585177c129b11c09324b47c6c25e696b9364ae95980abb5f96ae,919c36cab6c6ba2d,1
train,BUY,87,1,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230130_101850.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00087_001_b46f154905a4.png,b46f154905a447528b72246dcd7e24e45b84f897113dd8b6c9f89370b709fe6a,919c36cab6c6ba2d,0
train,BUY,87,2,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230130_101903.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00087_002_72e3fb67f6c3.png,72e3fb67f6c3f182dc27bcd95fd520ae933837c35040805057abbd64b51e49ed,919c36cab6c6ba2d,0
train,BUY,88,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230130_102151.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00088_000_9cab77001e5a.png,9cab77001e5a3b602ef9cadbbc5de0f98e68a0149f9e69a5821bcba420bbdda7,91b018eeee82ba2c,1
train,BUY,88,1,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230130_102306.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00088_001_e8671e7597e0.png,e8671e7597e06bf112d5d33ce6f6195b1cc3f0a3df6addca5ef416893bc693ec,91b018eeee82ba2d,0
val,BUY,89,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230130_102251.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00089_000_f79316f9db47.png,f79316f9db47eb78fa76ca97eaa69d4e6e67848a6565f4e66a088697cc3fbee3,91b01848ee86b23a,1
val,BUY,90,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230130_103923.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00090_000_48cd4fe10a3f.png,48cd4fe10a3feb2620316f3495adb6ff1d4f7d18c51e8ecbf391ab9547024039,91ec64be9692baad,1
train,BUY,91,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230130_103937.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00091_000_54e503a3b618.png,54e503a3b618b36423ab16cc1b78aa303b43c6cf1cb356b418dd161ab8673b55,816060e0b890ba2c,1
train,BUY,91,1,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230130_133613.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00091_001_1ba36ea34756.png,1ba36ea34756a59696548b5ae8aef0a6cab9993ca3d270c87e368793ad5cbfd4,816060e0b890ba2c,0
train,BUY,92,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230130_133716.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00092_000_92a26b6eb229.png,92a26b6eb2292dc1946123ef607dbcd276789a45db9e0c96b4eb9e7e88f5d63e,81c06c26b292baac,1
train,BUY,93,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230130_134004.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00093_000_e1aea6aba084.png,e1aea6aba084ad9a9c76b04b0361294b98880e26d2571d6f6de0f8834c9806f0,8130185ece86ba2d,1
test,BUY,94,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230131_230237.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00094_000_062097a874e7.png,062097a874e7826850ec3349bd6f47819cdbbbef7935025fdce354b1e8c3b11f,914c66b2b2863abc,1
train,BUY,95,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230201_162355.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00095_000_fbbaeadb3205.png,fbbaeadb32059032e9a06f822d2c3a751b04325262d089a03642e8fd0a3f2910,812604d452c23abc,1
train,BUY,96,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230201_162513.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00096_000_84d88524dafa.png,84d88524dafa0b24edc2624b8b955e862630bb2454b12134e781570d3dbe57e2,81b020a0b090ba3c,1
train,BUY,96,1,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230201_162815.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00096_001_113220bb0471.png,113220bb04714957be16d75e67a8013335a97c18f8d4a0636d01849f2396436b,81b020a0b090b83c,0
val,BUY,97,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230201_221307.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00097_000_d434ed129117.png,d434ed129117e94e4fd9d6a2177f711d32e16299169adb173720a613541b1e68,91ce0a9ae2467ebd,1
train,BUY,98,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230201_224607.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00098_000_8620897f3e0a.png,8620897f3e0ac382fe60692a7765e04db23855975fca555e893b1c8b1b3b1cc5,81e636b6568ababd,1
val,BUY,99,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230202_013224.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00099_000_51d3cc3eb46c.png,51d3cc3eb46cb9265c7fba21f178be518a3e7032fa58627256a2045232d67efb,81b0b2e6569ababd,1
train,BUY,100,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230202_202917.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00100_000_a14cda688731.png,a14cda68873142ba42d6a62aaab501f0417e7f156e95aae2064662442bb51928,91ccaeb65282fabe,1
val,BUY,101,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230203_090944.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00101_000_784922bf46ed.png,784922bf46ed9e85506fb789453f8989d42ea430424edd5c97c3a07c2a33ebb3,85e2069a7200baad,1
val,BUY,102,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230203_092432.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00102_000_1c3a403345da.png,1c3a403345da642a8d99356bfcf72c80f230463e9a576490f796b871cfc39869,81e453938a0ef8bc,1
test,BUY,103,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230213_181055.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00103_000_83240ee54ce9.png,83240ee54ce93919fc9c0b46c189f5bc1cbe4ee10cb43c78c688439971d388cf,81cc169ab6c2f93d,1
val,BUY,104,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230213_183142.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00104_000_58b3cd06f58d.png,58b3cd06f58d625b33c6c2b6e9f4ab3494150262cad21409fd382bedee75eb35,91982c36e682fa3e,1
train,BUY,105,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230213_183225.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00105_000_9bd5ed13415e.png,9bd5ed13415e66c9ab7f5f4f1a309d337c93cf06907dfefaf5fbc21240ba9ec0,91d8cca6e682fabe,1
train,BUY,106,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230213_183329.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00106_000_879fbd265c23.png,879fbd265c23503d9e4ec1586d66b1a2d0e535e8ba56bcd28405628da5591136,81d8d8d6ae82fabe,1
val,BUY,107,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230214_012839.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00107_000_bda5c042c0ce.png,bda5c042c0ce50a55ef09d9dc1acf63ee07e462f1925e9fb3c0afeed5b9edcbc,8170189e868afbbe,1
test,BUY,108,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230216_203348.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00108_000_0e49e89d769a.png,0e49e89d769a10c5585472226a2a2abc70c528f3e75ba4a7304e3f4981327e58,95ae96964680f83e,1
train,BUY,109,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230216_203822.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00109_000_492c454e71c8.png,492c454e71c86b4f602b75054c428b6437eceaf1c60c73cdc1857fbeb9d3d5eb,81b292c6a61abebe,1
train,BUY,110,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230217_204712.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00110_000_85eb427f1ab6.png,85eb427f1ab6ed0fdc538e82acd53c6bfd16a7cd993763503df7e89b14b5ab45,813098de8e067b3f,1
train,BUY,110,1,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230217_204910.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00110_001_9e1004b3c975.png,9e1004b3c9752c599d7ed07de85dc93578acbdb48e69d259f7eefe41449ef993,813098de8e067e3f,0
train,BUY,111,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230217_204845.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00111_000_7d3460e37838.png,7d3460e37838ba24c5902297e63f2bebbda9fc182dbc29d58bc6326c952e775d,813098de8e067a3c,1
val,BUY,112,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230217_204919.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00112_000_234c0d22d2d2.png,234c0d22d2d2a276e5682c5b0f059e48a93b9672b6229b157cadaf8b4de35044,817098ce86867a3f,1
test,BUY,113,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230220_134549.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00113_000_068fdba11a49.png,068fdba11a491252ec95424db4169c16172b877595ea5af44427959ca6db095e,868092b24a4cfebd,1
test,BUY,114,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230220_135847.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00114_000_c91d49bd125f.png,c91d49bd125fcba8e8591837e2b854438d8ff373d0b12200e077fc97d0bfc006,9684c6f2bc0cbabf,1
train,BUY,115,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20230221_124058.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00115_000_3b583826bb76.png,3b583826bb76a882c8579c6281266fd6dacec9c9b8f1bb40a6b3d30996122f0e,8600969ae220b8bf,1
